Time,CK0,CS,CA1,CA2,CA0,CA7,CA9,CA8,CA6,CA4,CA10
1.13349995e-08,1,1,1,1,1,1,1,1,1,1,1
1.14149995e-08,1,1,1,1,1,1,1,1,1,1,1
1.14949995e-08,1,1,1,1,1,1,1,1,1,1,1
1.15749995e-08,0,1,1,1,1,1,1,1,1,1,1
1.16549995e-08,0,1,1,1,1,1,1,1,1,1,1
1.17349995e-08,1,1,1,1,1,1,1,1,1,1,1
1.18149995e-08,1,1,1,1,1,1,1,1,1,1,1
1.18949995e-08,1,1,1,1,1,1,1,1,1,1,1
1.19749995e-08,0,1,1,1,1,1,1,1,1,1,1
1.20549995e-08,0,1,1,1,1,1,1,1,1,1,1
1.21349995e-08,1,1,1,1,1,1,1,1,1,1,1
1.22149995e-08,1,1,1,1,1,1,1,1,1,1,1
1.22949995e-08,1,1,1,1,1,1,1,1,1,1,1
1.23749995e-08,0,1,1,1,1,1,1,1,1,1,1
1.24549995e-08,0,1,1,1,1,1,1,1,1,1,1
1.25349995e-08,1,1,1,1,1,1,1,1,1,1,1
1.26149995e-08,1,1,1,1,1,1,1,1,1,1,1
1.26949995e-08,1,1,1,1,1,1,1,1,1,1,1
1.27749995e-08,0,1,1,1,1,1,1,1,1,1,1
1.28549995e-08,0,1,1,1,1,1,1,1,1,1,1
1.29349995e-08,0,1,1,1,1,1,1,1,1,1,1
1.30149995e-08,1,1,1,1,1,1,1,1,1,1,1
1.30949995e-08,1,1,1,1,1,1,1,1,1,1,1
1.31749995e-08,0,1,1,1,1,1,1,1,1,1,1
1.32549995e-08,0,1,1,1,1,1,1,1,1,1,1
1.33349995e-08,0,1,1,1,1,1,1,1,1,1,1
1.34149995e-08,1,1,1,1,1,1,1,1,1,1,1
1.34949995e-08,1,1,1,1,1,1,1,1,1,1,1
1.35749995e-08,1,1,1,1,1,1,1,1,1,1,1
1.36549995e-08,0,1,1,1,1,1,1,1,1,1,1
1.37349995e-08,0,1,1,1,1,1,1,1,1,1,1
1.38149995e-08,1,1,1,1,1,1,1,1,1,1,1
1.38949995e-08,1,1,1,1,1,1,1,1,1,1,1
1.39749995e-08,1,1,1,1,1,1,1,1,1,1,1
1.40549995e-08,0,1,1,1,1,1,1,1,1,1,1
